"state","species","total"
"Alabama","Lincolns Sparrow,Swamp Sparrow",1
"Alabama","Mourning Dove,Northern Mockingbird",1
"Alabama","Mourning Dove,Orchard Oriole",1
"Alabama","Mourning Dove,Purple Finch",1
"Alabama","Mourning Dove,Red-Bellied Woodpecker",1
"Alabama","Mourning Dove,Red-Headed Woodpecker",1
"Alabama","Mourning Dove,Rose-Breasted Grosbeak",1
"Alabama","Mourning Dove,White-Crowned Sparrow",1
"Alabama","Northern Cardinal,Northern Mockingbird",1
"Alabama","Northern Cardinal,Scarlet Tanager",1
"Alabama","Northern Cardinal,Swamp Sparrow",1
"Alabama","Northern Flicker,Pine Siskin",1
"Alabama","Northern Mockingbird,Red-Bellied Woodpecker",1
"Alabama","Northern Mockingbird,Rose-Breasted Grosbeak",1
"Alabama","Orange-Crowned Warbler,Pine Warbler",1
"Alabama","Orange-Crowned Warbler,Purple Finch",1
"Alabama","Orchard Oriole,Red-Headed Woodpecker",1
"Alabama","Orchard Oriole,Scaly-Breasted Munia",1
"Alabama","Orchard Oriole,Scarlet Tanager",1
"Alabama","Orchard Oriole,Summer Tanager",1
"Alabama","Orchard Oriole,White-Breasted Nuthatch",1
"Alabama","Orchard Oriole,Winter Wren",1
"Alabama","Pileated Woodpecker,Red Crossbill",1
"Alabama","Pileated Woodpecker,Rose-Breasted Grosbeak",1
"Alabama","Pileated Woodpecker,Tufted Titmouse",1
"Alabama","Pileated Woodpecker,White-Crowned Sparrow",1
"Alabama","Pine Siskin,Red-Bellied Woodpecker",1
"Alabama","Pine Siskin,Rose-Breasted Grosbeak",1
"Alabama","Pine Siskin,Summer Tanager",1
"Alabama","Pine Siskin,Swamp Sparrow",1
"Alabama","Pine Siskin,White-Throated Sparrow",1
"Alabama","Pine Warbler,Red-Headed Woodpecker",1
"Alabama","Pine Warbler,Red-Winged Blackbird",1
"Alabama","Purple Finch,Red-Winged Blackbird",1
"Alabama","Purple Finch,Scarlet Tanager",1
"Alabama","Purple Finch,Song Sparrow",1
"Alabama","Purple Finch,Summer Tanager",1
"Alabama","Purple Finch,White-Throated Sparrow",1
"Alabama","Red-Bellied Woodpecker,White-Breasted Nuthatch",1
"Alabama","Red-Cockaded Woodpecker,Scaly-Breasted Munia",1
"Alabama","Red-Cockaded Woodpecker,Tufted Titmouse",1
"Alabama","Red-Headed Woodpecker,Red-Winged Blackbird",1
"Alabama","Red-Headed Woodpecker,Scaly-Breasted Munia",1
"Alabama","Red-Winged Blackbird,Rose-Breasted Grosbeak",1
"Alabama","Red-Winged Blackbird,Scaly-Breasted Munia",1
"Alabama","Red-Winged Blackbird,White-Winged Dove",1
"Alabama","Rose-Breasted Grosbeak,Swamp Sparrow",1
"Alabama","Scarlet Tanager,Song Sparrow",1
"Alabama","Scarlet Tanager,White-Crowned Sparrow",1
"Alabama","Song Sparrow,Tufted Titmouse",1
"Alabama","Summer Tanager,Yellow-Bellied Sapsucker",1
"Alabama","Tufted Titmouse,White-Crowned Sparrow",1
"Alabama","White-Winged Dove,Wood Thrush",1
"Alabama","Yellow-Headed Blackbird",1
"Alaska","Black-Capped Chickadee",2227
"Alaska","Golden-Crowned Sparrow",1193
"Alaska","Feral Pigeon",1026
"Alaska","Pine Grosbeak",742
"Alaska","Stellers Jay",702
"Alaska","Chestnut-Backed Chickadee",420
"Alaska","Gray-Crowned Rosy-Finch",340
"Alaska","Red-Breasted Nuthatch",315
"Alaska","Common Redpoll",300
"Alaska","Dark-Eyed Junco",267
"Alaska","Black-Billed Magpie",202
"Alaska","American Crow",156
"Alaska","Canada Jay",153
"Alaska","Pine Siskin",124
"Alaska","White-Crowned Sparrow",119
"Alaska","Boreal Chickadee",70
"Alaska","Red Crossbill",54
"Alaska","Rusty Blackbird",50
"Alaska","Varied Thrush",38
"Alaska","Downy Woodpecker",36
"Alaska","Hairy Woodpecker",31
"Alaska","Common Starling",25
"Alaska","American Robin",19
"Alaska","Bohemian Waxwing",14
"Alaska","Common Redpoll,Pine Siskin",12
"Alaska","Common Redpoll,Gray-Crowned Rosy-Finch",11
"Alaska","Golden-Crowned Kinglet",10
"Alaska","Common Redpoll,Golden-Crowned Sparrow",9
"Alaska","Golden-Crowned Sparrow,Gray-Crowned Rosy-Finch",8
"Alaska","Fox Sparrow",7
"Alaska","Golden-Crowned Sparrow,Pine Siskin",6
"Alaska","Golden-Crowned Sparrow,Pine Grosbeak",5
"Alaska","Orange-Crowned Warbler",5
"Alaska","American Crow,Golden-Crowned Sparrow",3
"Alaska","American Tree Sparrow",3
"Alaska","Gray-Crowned Rosy-Finch,Pine Grosbeak",3
"Alaska","Red-Winged Blackbird",3
"Alaska","Canada Jay,Common Redpoll",2
"Alaska","Common Redpoll,Red Crossbill",2
"Alaska","Downy Woodpecker,Golden-Crowned Sparrow",2
"Alaska","Gray-Crowned Rosy-Finch,Red Crossbill",2
"Alaska","Lincolns Sparrow",2
"Alaska","Pine Grosbeak,Red Crossbill",2
"Alaska","American Crow,White-Crowned Sparrow",1
"Alaska","Black-Capped Chickadee,Canada Jay",1
"Alaska","Black-Capped Chickadee,Golden-Crowned Sparrow",1
"Alaska","Bohemian Waxwing,Pine Grosbeak",1
"Alaska","Common Redpoll,Dark-Eyed Junco",1
"Alaska","Common Redpoll,Golden-Crowned Sparrow,Gray-Crowned Rosy-Finch",1
"Alaska","Common Redpoll,Lincolns Sparrow",1
"Alaska","Common Redpoll,Pine Grosbeak",1
"Alaska","Common Redpoll,White-Crowned Sparrow",1
"Alaska","Downy Woodpecker,Pine Grosbeak",1
"Alaska","Golden-Crowned Sparrow,Hairy Woodpecker",1
"Alaska","Golden-Crowned Sparrow,Orange-Crowned Warbler",1
"Alaska","Golden-Crowned Sparrow,Red Crossbill",1
"Alaska","Golden-Crowned Sparrow,Red-Breasted Nuthatch",1
"Alaska","Golden-Crowned Sparrow,Red-Winged Blackbird",1
"Alaska","Gray-Crowned Rosy-Finch,Pine Siskin",1
"Alaska","Pine Grosbeak,Pine Siskin",1
"Alaska","Pine Grosbeak,Rusty Blackbird",1
"Alaska","Ruby-Crowned Kinglet",1
"Alaska","White-Throated Sparrow",1
"Arizona","Mourning Dove",103335
"Arizona","House Finch",95819
"Arizona","Curve-Billed Thrasher",49645
"Arizona","Canyon Towhee",43362
"Arizona","White-Winged Dove",40116
"Arizona","Eurasian Collared Dove",29349
"Arizona","Aberts Towhee",23466
"Arizona","Pyrrhuloxia",16282
"Arizona","House Sparrow",16226
"Arizona","Woodhouses Scrub-Jay",11659
"Arizona","Northern Cardinal",10311
"Arizona","Pine Siskin",9998
"Arizona","Gambels Quail",9573
"Arizona","Spotted Towhee",8802
"Arizona","Gila Woodpecker",8723
"Arizona","Purple Finch",7815
"Arizona","Feral Pigeon",5750
"Arizona","Cassins Finch",5583
"Arizona","White-Crowned Sparrow",5024
"Arizona","Inca Dove",4854
"Arizona","Acorn Woodpecker",3645
"Arizona","Bushtit",3467
"Arizona","Lesser Goldfinch",3380
"Arizona","Rufous-Crowned Sparrow",3368
"Arizona","Evening Grosbeak",3315
"Arizona","Mountain Chickadee",3070
"Arizona","Northern Mockingbird",3015
"Arizona","Lewiss Woodpecker",2802
"Arizona","Band-Tailed Pigeon",2705
"Arizona","Gilded Flicker",2569
"Arizona","Western Tanager",2522
"Arizona","Red-Winged Blackbird",2408
"Arizona","Dark-Eyed Junco",2129
"Arizona","Cactus Wren",1958
"Arizona","Golden-Crowned Sparrow",1770
"Arizona","Stellers Jay",1657
"Arizona","Hepatic Tanager",1557
"Arizona","Varied Bunting",1404
"Arizona","Pygmy Nuthatch",1148
"Arizona","Black-Headed Grosbeak",1136
"Arizona","Bronzed Cowbird",1040
"Arizona","Hooded Oriole",976
"Arizona","Common Starling",899
"Arizona","Monk Parakeet",879
"Arizona","Rose-Breasted Grosbeak",804
"Arizona","American Crow",701
"Arizona","Brewers Blackbird",695
"Arizona","Lark Sparrow",668
"Arizona","Mourning Dove,White-Winged Dove",611
"Arizona","Red Crossbill",607
"Arizona","Great-Tailed Grackle",580
"Arizona","Juniper Titmouse",552
"Arizona","Summer Tanager",543
"Arizona","White-Breasted Nuthatch",536
"Arizona","Canyon Towhee,House Sparrow",502
"Arizona","Northern Flicker",495
"Arizona","Carolina Wren",419
"Arizona","Canyon Towhee,House Finch",382
"Arizona","Eurasian Collared Dove,Mourning Dove",371
"Arizona","Bridled Titmouse",362
"Arizona","California Quail",336
"Arizona","Bullocks Oriole",328
"Arizona","Lincolns Sparrow",318
"Arizona","Common Ground-Dove",317
"Arizona","Verdin",304
"Arizona","Chipping Sparrow",296
"Arizona","Fox Sparrow",268
"Arizona","Lazuli Bunting",258
"Arizona","Painted Bunting",255
"Arizona","Eurasian Collared Dove,White-Winged Dove",248
"Arizona","Song Sparrow",248
"Arizona","Mountain Bluebird",242
"Arizona","House Finch,Pine Siskin",230
"Arizona","Orange-Crowned Warbler",209
"Arizona","Scotts Oriole",206
"Arizona","American Goldfinch",204
"Arizona","Pinyon Jay",193
"Arizona","House Sparrow,Woodhouses Scrub-Jay",183
"Arizona","Gray Catbird",173
"Arizona","Clarks Nutcracker",168
"Arizona","Lawrences Goldfinch",167
"Arizona","House Finch,House Sparrow",163
"Arizona","House Sparrow,Mourning Dove",149
"Arizona","Ladder-Backed Woodpecker",147
"Arizona","Blue Grosbeak",143
"Arizona","Canyon Towhee,Mourning Dove",143
"Arizona","Blue-Gray Gnatcatcher",142
"Arizona","Red-Breasted Sapsucker",132
"Arizona","Canyon Towhee,White-Winged Dove",125
"Arizona","American Robin",122
"Arizona","House Sparrow,White-Winged Dove",119
"Arizona","Hairy Woodpecker",117
"Arizona","Brown Creeper",115
"Arizona","Hummingbird",112
"Arizona","Aberts Towhee,House Sparrow",111
"Arizona","House Sparrow,Spotted Towhee",110
"Arizona","House Finch,Lesser Goldfinch",106
"Arizona","Mourning Dove,Woodhouses Scrub-Jay",99
"Arizona","Cassins Finch,House Finch",91
"Arizona","House Finch,Mourning Dove",90
"Arizona","Eurasian Collared Dove,Inca Dove",86
"Arizona","House Finch,Purple Finch",83
"Arizona","Brown-Headed Cowbird",82
"Arizona","House Finch,Woodhouses Scrub-Jay",81
"Arizona","Band-Tailed Pigeon,Mourning Dove",80
"Arizona","Red-Naped Sapsucker",80
"Arizona","Canyon Towhee,Woodhouses Scrub-Jay",79
"Arizona","Green-Tailed Towhee",79
"Arizona","Gambels Quail,Mourning Dove",78
"Arizona","Canyon Towhee,Eurasian Collared Dove",77
"Arizona","Cedar Waxwing",77
"Arizona","Gambels Quail,House Sparrow",71
"Arizona","Gambels Quail,House Finch",69
"Arizona","Inca Dove,Mourning Dove",69
"Arizona","Canyon Towhee,Gambels Quail",68
"Arizona","Brown Thrasher",66
"Arizona","Aberts Towhee,Canyon Towhee",64
"Arizona","Canyon Towhee,Inca Dove",64
"Arizona","House Finch,Rufous-Crowned Sparrow",64
"Arizona","Ruby-Crowned Kinglet",63
"Arizona","Dark-Eyed Junco,House Sparrow",58
"Arizona","Ruddy Ground Dove",58
"Arizona","House Finch,Pyrrhuloxia",57
"Arizona","House Wren",57
"Arizona","White-Winged Dove,Woodhouses Scrub-Jay",57
"Arizona","House Finch,Varied Bunting",56
"Arizona","Aberts Towhee,House Finch",54
"Arizona","Aberts Towhee,Mourning Dove",53
"Arizona","House Finch,Lewiss Woodpecker",53
"Arizona","Canyon Towhee,Spotted Towhee",51
"Arizona","Hepatic Tanager,House Finch",51
"Arizona","House Finch,White-Winged Dove",51
"Arizona","Inca Dove,White-Winged Dove",51
"Arizona","House Finch,Spotted Towhee",50
"Arizona","Eurasian Collared Dove,House Sparrow",48
"Arizona","Downy Woodpecker",47
"Arizona","Eurasian Collared Dove,Woodhouses Scrub-Jay",45
"Arizona","Cassins Finch,Pine Siskin",43
"Arizona","Gambels Quail,White-Winged Dove",43
"Arizona","Canyon Towhee,Purple Finch",42
"Arizona","Band-Tailed Pigeon,House Sparrow",40
"Arizona","Band-Tailed Pigeon,White-Winged Dove",40
"Arizona","Golden-Crowned Sparrow,House Sparrow",40
"Arizona","Northern Red Bishop",39
"Arizona","House Sparrow,Rufous-Crowned Sparrow",38
"Arizona","Mourning Dove,Spotted Towhee",38
"Arizona","Canyon Towhee,Lesser Goldfinch",37
"Arizona","Band-Tailed Pigeon,Canyon Towhee",36
"Arizona","Gambels Quail,Woodhouses Scrub-Jay",36
"Arizona","Yellow-Headed Blackbird",36
"Arizona","Band-Tailed Pigeon,Inca Dove",35
"Arizona","Pine Siskin,Purple Finch",35
"Arizona","Aberts Towhee,White-Winged Dove",34
"Arizona","Black-Headed Grosbeak,House Finch",34
"Arizona","Band-Tailed Pigeon,Eurasian Collared Dove",32
"Arizona","Canyon Towhee,Pine Siskin",32
"Arizona","White-Throated Sparrow",32
"Arizona","Feral Pigeon,Mourning Dove",30
"Arizona","Hooded Oriole,House Finch",29
"Arizona","House Sparrow,Lewiss Woodpecker",29
"Arizona","Bushtit,Mourning Dove",28
"Arizona","Evening Grosbeak,Mourning Dove",28
"Arizona","Aberts Towhee,Eurasian Collared Dove",27
"Arizona","Curve-Billed Thrasher,Woodhouses Scrub-Jay",27
"Arizona","Gambels Quail,Inca Dove",27
"Arizona","Feral Pigeon,White-Winged Dove",26
"Arizona","Monk Parakeet,Western Tanager",26
"Arizona","Western Meadowlark",26
"Arizona","Bushtit,House Sparrow",25
"Arizona","Lesser Goldfinch,Western Tanager",25
"Arizona","Canyon Towhee,Lewiss Woodpecker",24
"Arizona","House Finch,Red-Winged Blackbird",24
"Arizona","House Sparrow,Purple Finch",24
"Arizona","Canyon Towhee,Golden-Crowned Sparrow",23
"Arizona","Common Ground-Dove,Inca Dove",23
"Arizona","Eurasian Collared Dove,Gambels Quail",23
"Arizona","House Sparrow,Lark Sparrow",23
"Arizona","Lesser Goldfinch,Mourning Dove",23
"Arizona","Mourning Dove,Western Tanager",23
"Arizona","Spotted Towhee,White-Winged Dove",23
"Arizona","Black-Headed Grosbeak,Spotted Towhee",22
"Arizona","Bushtit,House Finch",22
"Arizona","Canyon Towhee,Pyrrhuloxia",22
"Arizona","Carolina Wren,House Sparrow",22
"Arizona","House Sparrow,Lesser Goldfinch",22
"Arizona","Aberts Towhee,Gambels Quail",21
"Arizona","Aberts Towhee,Spotted Towhee",21
"Arizona","Canyon Towhee,Cassins Finch",21
"Arizona","Canyon Towhee,Rufous-Crowned Sparrow",21
"Arizona","Clay-Colored Sparrow",21
"Arizona","Western Bluebird",21
"Arizona","Curve-Billed Thrasher,Gambels Quail",20
"Arizona","Gila Woodpecker,Mourning Dove",20
"Arizona","Hooded Oriole,Mourning Dove",20
"Arizona","House Finch,White-Crowned Sparrow",20
"Arizona","House Sparrow,Pyrrhuloxia",20
"Arizona","Monk Parakeet,Mourning Dove",20
"Arizona","Spotted Towhee,Woodhouses Scrub-Jay",20
"Arizona","Tyrant Flycatcher",20
"Arizona","Curve-Billed Thrasher,Eurasian Collared Dove",19
"Arizona","House Sparrow,Inca Dove",19
"Arizona","Townsends Warbler",19
"Arizona","Black-Headed Grosbeak,House Sparrow",18
"Arizona","Canyon Towhee,Curve-Billed Thrasher",18
"Arizona","Canyon Towhee,Feral Pigeon",18
"Arizona","Curve-Billed Thrasher,House Finch",18
"Arizona","Eurasian Collared Dove,House Finch",18
"Arizona","Feral Pigeon,Spotted Towhee",18
"Arizona","Gambels Quail,Lewiss Woodpecker",18
"Arizona","Aberts Towhee,Woodhouses Scrub-Jay",17
"Arizona","Canyon Towhee,Varied Bunting",17
"Arizona","House Finch,Inca Dove",17
"Arizona","Indigo Bunting",17
"Arizona","Orchard Oriole",17
"Arizona","Brown Creeper,House Finch",16
"Arizona","Canyon Towhee,Hepatic Tanager",16
"Arizona","Golden-Crowned Sparrow,House Finch",16
"Arizona","Hepatic Tanager,Pine Siskin",16
"Arizona","House Finch,Northern Cardinal",16
"Arizona","House Sparrow,Pine Siskin",16
"Arizona","Mourning Dove,Pyrrhuloxia",16
"Arizona","Canyon Towhee,Hooded Oriole",15
"Arizona","Curve-Billed Thrasher,Mourning Dove",15
"Arizona","Eurasian Collared Dove,Feral Pigeon",15
"Arizona","House Sparrow,Mountain Chickadee",15
"Arizona","House Sparrow,Northern Cardinal",15
"Arizona","Band-Tailed Pigeon,House Finch",14
"Arizona","Bushtit,Canyon Towhee",14
"Arizona","Bushtit,Woodhouses Scrub-Jay",14
"Arizona","Canyon Towhee,Dark-Eyed Junco",14
"Arizona","Curve-Billed Thrasher,White-Winged Dove",14
"Arizona","Feral Pigeon,Inca Dove",14
"Arizona","Hepatic Tanager,Mourning Dove",14
"Arizona","Acorn Woodpecker,House Finch",13
"Arizona","Black-Headed Grosbeak,Canyon Towhee",13
"Arizona","Canyon Towhee,Northern Cardinal",13
"Arizona","Cedar Waxwing,Mourning Dove",13
"Arizona","Eurasian Collared Dove,Spotted Towhee",13
"Arizona","Evening Grosbeak,House Sparrow",13
"Arizona","Gambels Quail,Purple Finch",13
"Arizona","House Finch,Red Crossbill",13
"Arizona","House Sparrow,White-Crowned Sparrow",13
"Arizona","Lewiss Woodpecker,White-Winged Dove",13
"Arizona","Mourning Dove,Rufous-Crowned Sparrow",13
"Arizona","American Crow,House Finch",12
"Arizona","American Crow,House Sparrow",12
"Arizona","Black-Headed Grosbeak,Mourning Dove",12
"Arizona","Brown Creeper,Curve-Billed Thrasher",12
"Arizona","Canyon Towhee,Lark Sparrow",12
"Arizona","Curve-Billed Thrasher,Lesser Goldfinch",12
"Arizona","Feral Pigeon,Gambels Quail",12
"Arizona","Hermit Thrush",12
"Arizona","Lewiss Woodpecker,Mourning Dove",12
"Arizona","Mourning Dove,Purple Finch",12
"Arizona","Aberts Towhee,Band-Tailed Pigeon",11
"Arizona","Aberts Towhee,Bushtit",11
"Arizona","Aberts Towhee,Inca Dove",11
"Arizona","Band-Tailed Pigeon,Feral Pigeon",11
"Arizona","Bushtit,White-Winged Dove",11
"Arizona","Dickcissel",11
"Arizona","Evening Grosbeak,White-Winged Dove",11
"Arizona","Gambels Quail,Pine Siskin",11
"Arizona","Hooded Oriole,White-Winged Dove",11
"Arizona","House Finch,Mountain Chickadee",11
"Arizona","House Sparrow,Varied Bunting",11
"Arizona","House Sparrow,Western Tanager",11
"Arizona","Inca Dove,Spotted Towhee",11
"Arizona","Lewiss Woodpecker,Rufous-Crowned Sparrow",11
"Arizona","American Goldfinch,Lesser Goldfinch",10
"Arizona","Band-Tailed Pigeon,Gambels Quail",10
"Arizona","Band-Tailed Pigeon,Woodhouses Scrub-Jay",10
"Arizona","Bridled Titmouse,House Sparrow",10
"Arizona","Bronzed Cowbird,Canyon Towhee",10
"Arizona","Cassins Finch,Woodhouses Scrub-Jay",10
"Arizona","Common Ground-Dove,Eurasian Collared Dove",10
"Arizona","Common Starling,House Finch",10
"Arizona","Eurasian Collared Dove,Lesser Goldfinch",10
"Arizona","Evening Grosbeak,Lesser Goldfinch",10
"Arizona","Gambels Quail,Spotted Towhee",10
"Arizona","Golden-Crowned Kinglet",10
"Arizona","Mourning Dove,Pine Siskin",10
"Arizona","Pine Siskin,Varied Bunting",10
"Arizona","Aberts Towhee,Dark-Eyed Junco",9
"Arizona","Aberts Towhee,Purple Finch",9
"Arizona","Acorn Woodpecker,Mourning Dove",9
"Arizona","American Crow,Eurasian Collared Dove",9
"Arizona","Band-Tailed Pigeon,Spotted Towhee",9
"Arizona","Black-Headed Grosbeak,Lewiss Woodpecker",9
"Arizona","Brewers Blackbird,House Finch",9
"Arizona","Brown Creeper,Spotted Towhee",9
"Arizona","Canyon Towhee,House Sparrow,Woodhouses Scrub-Jay",9
"Arizona","Canyon Towhee,Mountain Chickadee",9
"Arizona","Canyon Towhee,Pygmy Nuthatch",9
"Arizona","Cassins Finch,Varied Bunting",9
"Arizona","Dark-Eyed Junco,Mourning Dove",9
"Arizona","Dark-Eyed Junco,Spotted Towhee",9
"Arizona","Dark-Eyed Junco,Woodhouses Scrub-Jay",9
"Arizona","House Finch,Lazuli Bunting",9
"Arizona","House Finch,Western Tanager",9
"Arizona","House Sparrow,Juniper Titmouse",9
"Arizona","House Sparrow,Stellers Jay",9
"Arizona","Inca Dove,Woodhouses Scrub-Jay",9
"Arizona","Lesser Goldfinch,Lewiss Woodpecker",9
"Arizona","Lesser Goldfinch,Pine Siskin",9
"Arizona","Lesser Goldfinch,Pyrrhuloxia",9
"Arizona","Lesser Goldfinch,White-Winged Dove",9
"Arizona","Mourning Dove,Pygmy Nuthatch",9
"Arizona","Pyrrhuloxia,Woodhouses Scrub-Jay",9
"Arizona","Aberts Towhee,Black-Headed Grosbeak",8
"Arizona","Aberts Towhee,Rufous-Crowned Sparrow",8
"Arizona","Acorn Woodpecker,House Sparrow",8
"Arizona","Brewers Blackbird,Canyon Towhee",8
"Arizona","Bronzed Cowbird,House Sparrow",8
"Arizona","Bushtit,Gambels Quail",8
"Arizona","Canyon Towhee,Common Ground-Dove",8
"Arizona","Canyon Towhee,Juniper Titmouse",8
"Arizona","Canyon Towhee,White-Crowned Sparrow",8
"Arizona","Common Starling,Mourning Dove",8
"Arizona","Eurasian Collared Dove,Hooded Oriole",8
"Arizona","Eurasian Collared Dove,Lewiss Woodpecker",8
"Arizona","Eurasian Collared Dove,Pyrrhuloxia",8
"Arizona","Eurasian Collared Dove,White-Crowned Sparrow",8
"Arizona","Evening Grosbeak,Western Tanager",8
"Arizona","Feral Pigeon,House Finch",8
"Arizona","Feral Pigeon,House Sparrow",8
"Arizona","Flame-Colored Tanager",8
"Arizona","Gambels Quail,Pyrrhuloxia",8
"Arizona","Hepatic Tanager,House Sparrow",8
"Arizona","Hooded Oriole,House Sparrow",8
"Arizona","House Finch,Pygmy Nuthatch",8
"Arizona","House Finch,Rose-Breasted Grosbeak",8
"Arizona","House Finch,Stellers Jay",8
"Arizona","House Sparrow,Red-Winged Blackbird",8
"Arizona","House Sparrow,Song Sparrow",8
"Arizona","Lewiss Woodpecker,Spotted Towhee",8
"Arizona","Mountain Chickadee,Spotted Towhee",8
"Arizona","Pine Siskin,Spotted Towhee",8
"Arizona","Pine Siskin,Woodhouses Scrub-Jay",8
"Arizona","Purple Finch,Woodhouses Scrub-Jay",8
"Arizona","Winter Wren",8
"Arizona","Aberts Towhee,Lewiss Woodpecker",7
"Arizona","Aberts Towhee,Mountain Chickadee",7
"Arizona","Aberts Towhee,Northern Cardinal",7
"Arizona","Aberts Towhee,Varied Bunting",7
"Arizona","Black-Headed Grosbeak,Pine Siskin",7
"Arizona","Blue Mockingbird",7
"Arizona","Bridled Titmouse,Mourning Dove",7
"Arizona","Bronzed Cowbird,House Finch",7
"Arizona","Brown Creeper,House Sparrow",7
"Arizona","Bushtit,Eurasian Collared Dove",7
"Arizona","Canyon Towhee,Evening Grosbeak",7
"Arizona","Cassins Finch,House Sparrow",7
"Arizona","Cassins Finch,Spotted Towhee",7
"Arizona","Common Starling,Lewiss Woodpecker",7
"Arizona","Curve-Billed Thrasher,House Sparrow",7
"Arizona","Curve-Billed Thrasher,Inca Dove",7
"Arizona","Eurasian Collared Dove,Gila Woodpecker",7
"Arizona","Gambels Quail,Rufous-Crowned Sparrow",7
"Arizona","Gambels Quail,Stellers Jay",7
"Arizona","Hooded Oriole,Western Tanager",7
"Arizona","House Finch,Monk Parakeet",7
"Arizona","Mourning Dove,Red-Winged Blackbird",7
